tanggal,id_transaksi,produk,kategori,jumlah,harga_satuan,total,kota
2026-06-16,TRX-1782,Kopi Susu,Minuman,3,18000,54000,Surabaya
2026-03-15,TRX-1783,Pisang Goreng,Snack,3,10500,31500,Jakarta
2026-06-14,TRX-1784,Keripik,Snack,4,13000,52000,Surabaya
2026-01-31,TRX-1785,Es Teh,Minuman,2,6000,12000,Surabaya
2026-04-12,TRX-1786,Teh Manis,Minuman,4,9000,36000,Surabaya
2026-02-16,TRX-1787,Sate Ayam,Makanan,1,30500,30500,Jakarta
2026-05-06,TRX-1788,Bakso,Makanan,3,18500,55500,Makassar
2026-05-06,TRX-1789,Kue Lapis,Snack,4,16000,64000,Medan
2026-05-30,TRX-1790,Kue Lapis,Snack,1,15000,15000,Jakarta
2026-03-25,TRX-1791,Bakso,Makanan,4,18500,74000,Surabaya
2026-06-19,TRX-1792,Sate Ayam,Makanan,2,30500,61000,Medan
2026-03-05,TRX-1793,Susu UHT,Minuman,2,7000,14000,Makassar
2026-04-21,TRX-1794,Mie Ayam,Makanan,3,21000,63000,Surabaya
2026-04-01,TRX-1795,Air Mineral,Minuman,4,4500,18000,Jakarta
2026-06-23,TRX-1796,Es Teh,Minuman,3,6000,18000,Jakarta
2026-01-17,TRX-1797,Ayam Geprek,Makanan,1,22500,22500,Bandung
2026-06-01,TRX-1798,Pisang Goreng,Snack,1,10500,10500,Bandung
2026-04-16,TRX-1799,Ayam Geprek,Makanan,4,22000,88000,Jakarta
2026-03-10,TRX-1800,Bakso,Makanan,2,19000,38000,Medan
2026-06-02,TRX-1801,Mie Ayam,Makanan,2,20000,40000,Medan
2026-01-18,TRX-1802,Ayam Geprek,Makanan,2,22000,44000,Makassar
2026-04-26,TRX-1803,Mie Ayam,Makanan,3,20500,61500,Surabaya
2026-06-27,TRX-1804,Bakso,Makanan,2,18500,37000,Bandung
2026-01-25,TRX-1805,Susu UHT,Minuman,4,8000,32000,Jakarta
2026-01-08,TRX-1806,Es Teh,Minuman,3,7000,21000,Bandung
2026-02-15,TRX-1807,Nasi Goreng,Makanan,4,25000,100000,Makassar
2026-05-21,TRX-1808,Kue Lapis,Snack,4,16000,64000,Medan
2026-01-23,TRX-1809,Ayam Geprek,Makanan,2,23000,46000,Makassar
2026-03-25,TRX-1810,Kopi Susu,Minuman,3,18500,55500,Surabaya
2026-05-10,TRX-1811,Mie Ayam,Makanan,4,20000,80000,Jakarta
2026-05-09,TRX-1812,Teh Manis,Minuman,4,8500,34000,Makassar
2026-04-12,TRX-1813,Susu UHT,Minuman,2,7000,14000,Bandung
2026-04-12,TRX-1814,Bakso,Makanan,4,18500,74000,Makassar
2026-06-18,TRX-1815,Air Mineral,Minuman,3,4000,12000,Makassar
2026-03-30,TRX-1816,Keripik,Snack,3,13000,39000,Bandung
2026-01-09,TRX-1817,Nasi Goreng,Makanan,3,26000,78000,Surabaya
2026-06-20,TRX-1818,Susu UHT,Minuman,3,7000,21000,Jakarta
2026-04-26,TRX-1819,Bakso,Makanan,3,18000,54000,Surabaya
2026-02-16,TRX-1820,Pisang Goreng,Snack,2,11000,22000,Makassar
2026-03-04,TRX-1821,Kopi Susu,Minuman,4,18000,72000,Makassar
2026-05-23,TRX-1822,Air Mineral,Minuman,1,4500,4500,Makassar
2026-05-16,TRX-1823,Sate Ayam,Makanan,4,31000,124000,Jakarta
2026-02-19,TRX-1824,Air Mineral,Minuman,1,5000,5000,Bandung
2026-03-20,TRX-1825,Bakso,Makanan,4,18500,74000,Surabaya
2026-05-29,TRX-1826,Martabak,Snack,3,36000,108000,Surabaya
2026-03-01,TRX-1827,Martabak,Snack,2,35000,70000,Bandung
2026-02-17,TRX-1828,Es Teh,Minuman,2,6000,12000,Jakarta
2026-06-20,TRX-1829,Ayam Geprek,Makanan,3,22000,66000,Surabaya
2026-04-15,TRX-1830,Bakso,Makanan,4,18500,74000,Surabaya
2026-05-30,TRX-1831,Martabak,Snack,4,35500,142000,Surabaya
2026-02-20,TRX-1832,Sate Ayam,Makanan,2,31000,62000,Surabaya
2026-04-17,TRX-1833,Kue Lapis,Snack,1,16000,16000,Bandung
2026-05-05,TRX-1834,Teh Manis,Minuman,3,9000,27000,Makassar
2026-05-31,TRX-1835,Sate Ayam,Makanan,4,30000,120000,Makassar
2026-06-05,TRX-1836,Keripik,Snack,3,13000,39000,Surabaya
2026-06-01,TRX-1837,Nasi Goreng,Makanan,2,25500,51000,Surabaya
2026-06-09,TRX-1838,Mie Ayam,Makanan,1,20500,20500,Jakarta
2026-05-01,TRX-1839,Keripik,Snack,3,12000,36000,Bandung
2026-03-04,TRX-1840,Bakso,Makanan,4,18000,72000,Medan
2026-02-05,TRX-1841,Martabak,Snack,1,35500,35500,Surabaya
2026-03-01,TRX-1842,Kopi Susu,Minuman,2,18500,37000,Surabaya
2026-06-05,TRX-1843,Sate Ayam,Makanan,4,30000,120000,Bandung
2026-03-10,TRX-1844,Susu UHT,Minuman,4,8000,32000,Bandung
2026-01-18,TRX-1845,Mie Ayam,Makanan,1,21000,21000,Medan
2026-05-18,TRX-1846,Ayam Geprek,Makanan,3,23000,69000,Jakarta
2026-04-01,TRX-1847,Mie Ayam,Makanan,3,20500,61500,Jakarta
2026-04-28,TRX-1848,Keripik,Snack,3,12500,37500,Surabaya
2026-01-16,TRX-1849,Kue Lapis,Snack,4,15500,62000,Surabaya
2026-05-08,TRX-1850,Es Teh,Minuman,1,7000,7000,Medan
2026-04-27,TRX-1851,Keripik,Snack,1,13000,13000,Surabaya
2026-02-15,TRX-1852,Es Teh,Minuman,4,6500,26000,Jakarta
2026-04-27,TRX-1853,Nasi Goreng,Makanan,1,25500,25500,Bandung
2026-04-18,TRX-1854,Ayam Geprek,Makanan,4,22000,88000,Bandung
2026-02-10,TRX-1855,Mie Ayam,Makanan,3,20000,60000,Bandung
2026-02-07,TRX-1856,Martabak,Snack,1,35500,35500,Jakarta
2026-06-17,TRX-1857,Keripik,Snack,2,12000,24000,Makassar
2026-05-07,TRX-1858,Ayam Geprek,Makanan,1,22500,22500,Jakarta
2026-03-31,TRX-1859,Sate Ayam,Makanan,1,31000,31000,Medan
2026-03-13,TRX-1860,Ayam Geprek,Makanan,1,22000,22000,Jakarta
2026-01-17,TRX-1861,Keripik,Snack,4,13000,52000,Jakarta
2026-04-19,TRX-1862,Martabak,Snack,4,36000,144000,Medan
2026-05-23,TRX-1863,Martabak,Snack,3,35000,105000,Surabaya
2026-06-21,TRX-1864,Kue Lapis,Snack,1,15000,15000,Bandung
2026-02-16,TRX-1865,Susu UHT,Minuman,1,7500,7500,Bandung
2026-01-04,TRX-1866,Teh Manis,Minuman,3,9000,27000,Jakarta
2026-01-17,TRX-1867,Ayam Geprek,Makanan,2,23000,46000,Makassar
2026-01-05,TRX-1868,Kopi Susu,Minuman,2,18000,36000,Surabaya
2026-02-06,TRX-1869,Teh Manis,Minuman,3,8000,24000,Bandung
2026-06-02,TRX-1870,Martabak,Snack,1,35000,35000,Jakarta
2026-05-30,TRX-1871,Air Mineral,Minuman,2,5000,10000,Medan
2026-06-08,TRX-1872,Susu UHT,Minuman,2,8000,16000,Jakarta
2026-04-30,TRX-1873,Bakso,Makanan,4,18500,74000,Surabaya
2026-04-14,TRX-1874,Kue Lapis,Snack,2,15000,30000,Medan
2026-02-03,TRX-1875,Es Teh,Minuman,2,6500,13000,Bandung
2026-03-24,TRX-1876,Air Mineral,Minuman,4,4000,16000,Medan
2026-06-26,TRX-1877,Mie Ayam,Makanan,2,20000,40000,Jakarta
2026-01-22,TRX-1878,Keripik,Snack,2,12500,25000,Makassar
2026-02-18,TRX-1879,Es Teh,Minuman,3,6500,19500,Bandung
2026-01-07,TRX-1880,Susu UHT,Minuman,3,7500,22500,Bandung
2026-01-15,TRX-1881,Ayam Geprek,Makanan,3,22500,67500,Jakarta
2026-01-18,TRX-1882,Ayam Geprek,Makanan,2,22000,44000,Jakarta
2026-02-15,TRX-1883,Martabak,Snack,2,35000,70000,Jakarta
2026-06-29,TRX-1884,Es Teh,Minuman,2,7000,14000,Makassar
2026-03-02,TRX-1885,Teh Manis,Minuman,3,8000,24000,Bandung
2026-01-31,TRX-1886,Kue Lapis,Snack,2,16000,32000,Surabaya
2026-06-15,TRX-1887,Martabak,Snack,2,35500,71000,Jakarta
2026-06-01,TRX-1888,Sate Ayam,Makanan,4,30500,122000,Makassar
2026-01-20,TRX-1889,Teh Manis,Minuman,2,8000,16000,Makassar
2026-01-03,TRX-1890,Mie Ayam,Makanan,4,20500,82000,Makassar
2026-02-20,TRX-1891,Bakso,Makanan,4,18500,74000,Medan
2026-03-02,TRX-1892,Susu UHT,Minuman,4,7500,30000,Surabaya
2026-06-29,TRX-1893,Martabak,Snack,1,36000,36000,Bandung
2026-05-14,TRX-1894,Teh Manis,Minuman,2,8000,16000,Bandung
2026-04-10,TRX-1895,Bakso,Makanan,4,19000,76000,Makassar
2026-05-30,TRX-1896,Keripik,Snack,3,12500,37500,Medan
2026-03-21,TRX-1897,Keripik,Snack,4,12000,48000,Medan
2026-03-19,TRX-1898,Sate Ayam,Makanan,2,30000,60000,Surabaya
2026-04-20,TRX-1899,Mie Ayam,Makanan,2,20000,40000,Makassar
2026-05-03,TRX-1900,Pisang Goreng,Snack,2,10000,20000,Medan
2026-04-02,TRX-1901,Kue Lapis,Snack,1,15500,15500,Bandung
2026-04-23,TRX-1902,Teh Manis,Minuman,4,9000,36000,Medan
2026-03-26,TRX-1903,Kopi Susu,Minuman,2,18500,37000,Jakarta
2026-02-25,TRX-1904,Nasi Goreng,Makanan,3,25500,76500,Makassar
2026-02-25,TRX-1905,Nasi Goreng,Makanan,2,25500,51000,Makassar
2026-05-05,TRX-1906,Mie Ayam,Makanan,3,21000,63000,Makassar
2026-01-20,TRX-1907,Es Teh,Minuman,2,7000,14000,Makassar
2026-04-27,TRX-1908,Kue Lapis,Snack,1,16000,16000,Makassar
2026-05-10,TRX-1909,Air Mineral,Minuman,2,5000,10000,Bandung
2026-04-14,TRX-1910,Sate Ayam,Makanan,3,30000,90000,Jakarta
2026-02-27,TRX-1911,Martabak,Snack,3,35500,106500,Bandung
2026-02-15,TRX-1912,Nasi Goreng,Makanan,2,25500,51000,Medan
2026-05-27,TRX-1913,Bakso,Makanan,2,19000,38000,Jakarta
2026-01-04,TRX-1914,Air Mineral,Minuman,3,5000,15000,Makassar
2026-05-07,TRX-1915,Kue Lapis,Snack,1,16000,16000,Medan
2026-06-20,TRX-1916,Pisang Goreng,Snack,3,11000,33000,Makassar
2026-04-03,TRX-1917,Kue Lapis,Snack,1,15000,15000,Medan
2026-05-05,TRX-1918,Kue Lapis,Snack,1,15000,15000,Jakarta
2026-04-05,TRX-1919,Ayam Geprek,Makanan,2,22000,44000,Surabaya
2026-05-22,TRX-1920,Es Teh,Minuman,1,7000,7000,Medan
2026-01-17,TRX-1921,Ayam Geprek,Makanan,2,22500,45000,Medan
2026-02-15,TRX-1922,Kue Lapis,Snack,3,15500,46500,Surabaya
2026-02-07,TRX-1923,Keripik,Snack,2,13000,26000,Medan
2026-05-24,TRX-1924,Kue Lapis,Snack,4,16000,64000,Makassar
2026-03-07,TRX-1925,Teh Manis,Minuman,4,8000,32000,Makassar
2026-01-01,TRX-1926,Pisang Goreng,Snack,4,11000,44000,Surabaya
2026-01-24,TRX-1927,Teh Manis,Minuman,1,9000,9000,Jakarta
2026-01-14,TRX-1928,Mie Ayam,Makanan,1,21000,21000,Makassar
2026-03-24,TRX-1929,Teh Manis,Minuman,4,9000,36000,Bandung
2026-04-22,TRX-1930,Kopi Susu,Minuman,2,18500,37000,Bandung
2026-03-10,TRX-1931,Nasi Goreng,Makanan,3,26000,78000,Makassar
2026-04-22,TRX-1932,Es Teh,Minuman,1,6000,6000,Medan
2026-02-23,TRX-1933,Sate Ayam,Makanan,1,30500,30500,Bandung
2026-04-19,TRX-1934,Es Teh,Minuman,2,7000,14000,Jakarta
2026-01-08,TRX-1935,Sate Ayam,Makanan,2,30500,61000,Jakarta
2026-01-06,TRX-1936,Ayam Geprek,Makanan,2,22000,44000,Jakarta
2026-05-27,TRX-1937,Es Teh,Minuman,1,6000,6000,Makassar
2026-01-27,TRX-1938,Kopi Susu,Minuman,3,18500,55500,Medan
2026-01-21,TRX-1939,Es Teh,Minuman,4,6500,26000,Bandung
2026-05-05,TRX-1940,Kue Lapis,Snack,2,15500,31000,Bandung
2026-04-03,TRX-1941,Martabak,Snack,4,35500,142000,Bandung
2026-05-19,TRX-1942,Susu UHT,Minuman,1,7500,7500,Medan
2026-02-28,TRX-1943,Es Teh,Minuman,3,7000,21000,Medan
2026-05-08,TRX-1944,Susu UHT,Minuman,3,8000,24000,Bandung
2026-03-15,TRX-1945,Martabak,Snack,4,36000,144000,Surabaya
2026-01-12,TRX-1946,Nasi Goreng,Makanan,1,26000,26000,Bandung
2026-01-09,TRX-1947,Air Mineral,Minuman,3,5000,15000,Surabaya
2026-06-21,TRX-1948,Teh Manis,Minuman,4,8000,32000,Medan
2026-05-10,TRX-1949,Kue Lapis,Snack,3,16000,48000,Bandung
2026-01-07,TRX-1950,Air Mineral,Minuman,3,4500,13500,Surabaya
2026-04-03,TRX-1951,Sate Ayam,Makanan,3,30500,91500,Surabaya
2026-01-20,TRX-1952,Kopi Susu,Minuman,3,18500,55500,Surabaya
2026-01-06,TRX-1953,Ayam Geprek,Makanan,2,22500,45000,Bandung
2026-06-30,TRX-1954,Martabak,Snack,4,35000,140000,Surabaya
2026-04-07,TRX-1955,Nasi Goreng,Makanan,4,26000,104000,Makassar
2026-06-03,TRX-1956,Kue Lapis,Snack,2,15500,31000,Medan
2026-02-21,TRX-1957,Martabak,Snack,2,35500,71000,Makassar
2026-04-10,TRX-1958,Teh Manis,Minuman,2,9000,18000,Surabaya
2026-06-02,TRX-1959,Ayam Geprek,Makanan,2,23000,46000,Surabaya
2026-05-21,TRX-1960,Air Mineral,Minuman,4,5000,20000,Makassar
2026-05-19,TRX-1961,Ayam Geprek,Makanan,2,23000,46000,Bandung
2026-06-19,TRX-1962,Keripik,Snack,2,12500,25000,Medan
2026-02-23,TRX-1963,Es Teh,Minuman,3,6500,19500,Makassar
2026-01-20,TRX-1964,Kue Lapis,Snack,4,16000,64000,Bandung
2026-06-01,TRX-1965,Teh Manis,Minuman,4,9000,36000,Surabaya
2026-05-29,TRX-1966,Susu UHT,Minuman,2,7500,15000,Bandung
2026-02-18,TRX-1967,Kue Lapis,Snack,1,16000,16000,Medan
2026-01-26,TRX-1968,Kue Lapis,Snack,1,15000,15000,Bandung
2026-02-08,TRX-1969,Es Teh,Minuman,1,6500,6500,Surabaya
2026-02-16,TRX-1970,Keripik,Snack,3,12000,36000,Medan
2026-01-01,TRX-1971,Nasi Goreng,Makanan,1,25000,25000,Medan
2026-05-19,TRX-1972,Bakso,Makanan,1,19000,19000,Bandung
2026-04-17,TRX-1973,Kopi Susu,Minuman,1,18000,18000,Medan
2026-01-18,TRX-1974,Air Mineral,Minuman,1,4000,4000,Bandung
2026-03-07,TRX-1975,Bakso,Makanan,4,18500,74000,Bandung
2026-03-16,TRX-1976,Pisang Goreng,Snack,3,10500,31500,Makassar
2026-06-06,TRX-1977,Kue Lapis,Snack,2,16000,32000,Surabaya
2026-06-29,TRX-1978,Pisang Goreng,Snack,2,10500,21000,Makassar
2026-01-04,TRX-1979,Bakso,Makanan,2,18500,37000,Medan
2026-03-12,TRX-1980,Mie Ayam,Makanan,3,21000,63000,Surabaya
2026-03-18,TRX-1981,Sate Ayam,Makanan,3,31000,93000,Jakarta
2026-06-01,TRX-1982,Martabak,Snack,1,35000,35000,Surabaya
2026-05-14,TRX-1983,Martabak,Snack,1,36000,36000,Makassar
2026-01-06,TRX-1984,Susu UHT,Minuman,2,7000,14000,Makassar
2026-04-28,TRX-1985,Kue Lapis,Snack,2,15500,31000,Bandung
2026-05-20,TRX-1986,Mie Ayam,Makanan,2,20500,41000,Medan
2026-05-30,TRX-1987,Bakso,Makanan,3,18500,55500,Bandung
2026-05-04,TRX-1988,Kopi Susu,Minuman,4,19000,76000,Bandung
2026-03-16,TRX-1989,Martabak,Snack,4,36000,144000,Surabaya
2026-01-20,TRX-1990,Keripik,Snack,4,12000,48000,Surabaya
2026-05-17,TRX-1991,Keripik,Snack,3,12500,37500,Medan
2026-02-03,TRX-1992,Kopi Susu,Minuman,1,18000,18000,Jakarta
2026-04-28,TRX-1993,Sate Ayam,Makanan,4,30000,120000,Jakarta
2026-03-27,TRX-1994,Ayam Geprek,Makanan,1,23000,23000,Surabaya
2026-03-14,TRX-1995,Bakso,Makanan,3,18500,55500,Surabaya
2026-04-24,TRX-1996,Nasi Goreng,Makanan,3,26000,78000,Surabaya
2026-04-19,TRX-1997,Keripik,Snack,1,13000,13000,Bandung
2026-06-17,TRX-1998,Air Mineral,Minuman,2,4500,9000,Surabaya
2026-02-20,TRX-1999,Air Mineral,Minuman,3,4000,12000,Bandung
2026-06-28,TRX-2000,Pisang Goreng,Snack,2,11000,22000,Bandung
