id,tanggal,kota,kategori_usaha,nominal_juta,metode,lunas
T-003196,2025-07-19,Makassar,Kerajinan,5.84,QRIS,Lunas
T-003197,2026-04-26,Jakarta,Kuliner,10.18,QRIS,Lunas
T-003198,2026-03-18,Palembang,Retail,1.07,Transfer,Lunas
T-003199,2025-08-27,Palembang,Jasa,0.54,Transfer,Lunas
T-003200,2025-11-04,Medan,Retail,0.81,Tunai,Lunas
T-003201,2026-04-24,Bandung,Kuliner,1.56,QRIS,Lunas
T-003202,2025-12-14,Balikpapan,Pertanian,5.14,Transfer,Lunas
T-003203,2025-11-17,Makassar,Kerajinan,7.47,QRIS,Lunas
T-003204,2026-05-05,Denpasar,Jasa,1.93,QRIS,Lunas
T-003205,2026-03-14,Surabaya,Kerajinan,4.25,Tunai,Belum
T-003206,2026-03-06,Yogyakarta,Kuliner,3.15,Tunai,Lunas
T-003207,2026-06-10,Jakarta,Kuliner,1.32,Transfer,Lunas
T-003208,2026-04-25,Surabaya,Kerajinan,2.33,Transfer,Belum
T-003209,2025-07-17,Semarang,Jasa,1.41,QRIS,Lunas
T-003210,2025-07-09,Jakarta,Jasa,5.89,QRIS,Lunas
T-003211,2025-09-06,Makassar,Kuliner,2.06,Tunai,Tempo
T-003212,2026-01-11,Yogyakarta,Kerajinan,4.49,QRIS,Lunas
T-003213,2025-11-16,Palembang,Kerajinan,2.42,Transfer,Lunas
T-003214,2026-08-21,Bandung,Kerajinan,7.02,QRIS,Lunas
T-003215,2026-05-07,Denpasar,Kerajinan,3.67,QRIS,Tempo
T-003216,2025-12-01,Makassar,Kuliner,7.86,Tunai,Tempo
T-003217,2026-08-15,Surabaya,Kerajinan,1.21,Tunai,Lunas
T-003218,2026-06-30,Balikpapan,Jasa,2.35,Transfer,Lunas
T-003219,2025-09-30,Palembang,Kuliner,2.11,QRIS,Lunas
T-003220,2026-07-16,Yogyakarta,Kuliner,0.92,QRIS,Lunas
T-003221,2025-08-24,Semarang,Kuliner,1.58,QRIS,Lunas
T-003222,2026-04-24,Bandung,Jasa,0.96,QRIS,Lunas
T-003223,2025-09-25,Makassar,Kerajinan,1.74,Transfer,Lunas
T-003224,2026-03-20,Jakarta,Kuliner,3.89,QRIS,Tempo
T-003225,2026-08-19,Jakarta,Kerajinan,0.65,Tunai,Lunas
T-003226,2026-03-14,Balikpapan,Pertanian,1.42,QRIS,Tempo
T-003227,2025-10-05,Bandung,Retail,7.54,QRIS,Lunas
T-003228,2026-01-04,Semarang,Retail,2.82,QRIS,Lunas
T-003229,2025-07-27,Balikpapan,Kuliner,1.21,Tunai,Tempo
T-003230,2026-05-02,Balikpapan,Pertanian,11.37,QRIS,Lunas
T-003231,2025-08-17,Palembang,Retail,4.76,Tunai,Lunas
T-003232,2025-12-18,Bandung,Kuliner,1.03,Transfer,Lunas
T-003233,2025-11-28,Yogyakarta,Retail,0.66,QRIS,Belum
T-003234,2025-08-25,Makassar,Pertanian,4.72,QRIS,Lunas
T-003235,2026-05-31,Balikpapan,Kerajinan,4.78,QRIS,Lunas
T-003236,2025-06-22,Palembang,Pertanian,7.16,QRIS,Lunas
T-003237,2026-01-13,Medan,Retail,9.38,QRIS,Lunas
T-003238,2026-06-14,Yogyakarta,Kerajinan,4.92,Tunai,Lunas
T-003239,2025-10-02,Medan,Retail,3.34,Tunai,Lunas
T-003240,2025-08-10,Balikpapan,Jasa,1.44,Transfer,Lunas
T-003241,2025-06-04,Surabaya,Kerajinan,0.69,QRIS,Tempo
T-003242,2025-09-01,Medan,Kerajinan,3.44,Transfer,Lunas
T-003243,2026-07-13,Medan,Kuliner,1.92,QRIS,Lunas
T-003244,2026-01-07,Balikpapan,Kerajinan,2.96,Transfer,Lunas
T-003245,2026-08-01,Balikpapan,Kuliner,2.67,QRIS,Lunas
T-003246,2026-07-30,Jakarta,Pertanian,1.4,QRIS,Lunas
T-003247,2026-01-25,Surabaya,Kuliner,14.1,QRIS,Lunas
T-003248,2026-02-27,Semarang,Kuliner,0.83,QRIS,Tempo
T-003249,2025-07-31,Semarang,Retail,8.4,Tunai,Lunas
T-003250,2026-01-03,Palembang,Kuliner,6.18,Transfer,Tempo
T-003251,2026-08-22,Jakarta,Pertanian,2.27,QRIS,Lunas
T-003252,2025-08-27,Bandung,Jasa,3.43,Transfer,Lunas
T-003253,2025-07-21,Denpasar,Pertanian,2.11,Transfer,Lunas
T-003254,2025-09-11,Balikpapan,Kerajinan,0.93,Transfer,Lunas
T-003255,2026-06-11,Makassar,Kuliner,3.95,Transfer,Tempo
T-003256,2026-01-20,Palembang,Pertanian,6.32,QRIS,Tempo
T-003257,2026-03-11,Medan,Pertanian,2.96,QRIS,Tempo
T-003258,2026-05-30,Semarang,Kuliner,13.82,Transfer,Lunas
T-003259,2026-05-25,Semarang,Kuliner,2.1,Transfer,Belum
T-003260,2026-03-03,Semarang,Kuliner,6.77,Transfer,Belum
T-003261,2025-12-28,Surabaya,Retail,3.2,QRIS,Lunas
T-003262,2025-09-20,Bandung,Retail,0.97,QRIS,Lunas
T-003263,2026-03-18,Surabaya,Kuliner,2.05,Transfer,Lunas
T-003264,2025-12-13,Semarang,Retail,5.78,QRIS,Lunas
T-003265,2026-04-11,Bandung,Retail,9.78,QRIS,Lunas
T-003266,2025-10-22,Bandung,Kuliner,1.94,Transfer,Lunas
T-003267,2026-06-14,Denpasar,Retail,0.91,Transfer,Belum
T-003268,2026-03-04,Denpasar,Retail,3.46,QRIS,Lunas
T-003269,2026-08-16,Makassar,Jasa,1.61,Transfer,Lunas
T-003270,2026-05-18,Medan,Jasa,1.43,QRIS,Lunas
T-003271,2026-07-18,Jakarta,Retail,0.29,Tunai,Lunas
T-003272,2026-06-09,Bandung,Jasa,1.26,QRIS,Lunas
T-003273,2026-08-23,Semarang,Retail,10.51,QRIS,Lunas
T-003274,2026-05-18,Jakarta,Kerajinan,1.31,QRIS,Lunas
T-003275,2026-03-11,Bandung,Kuliner,2.6,Tunai,Tempo
T-003276,2026-06-03,Medan,Retail,5.34,Transfer,Lunas
T-003277,2025-09-03,Makassar,Kuliner,1.68,Transfer,Belum
T-003278,2026-01-04,Balikpapan,Retail,0.48,Tunai,Tempo
T-003279,2025-08-06,Makassar,Kuliner,0.31,QRIS,Belum
T-003280,2026-05-13,Medan,Pertanian,10.04,QRIS,Lunas
T-003281,2026-07-13,Balikpapan,Kerajinan,4.25,QRIS,Lunas
T-003282,2025-07-13,Denpasar,Kerajinan,2.92,Transfer,Lunas
T-003283,2026-05-22,Jakarta,Kuliner,6.1,Tunai,Belum
T-003284,2025-11-30,Balikpapan,Pertanian,4.16,QRIS,Lunas
T-003285,2026-03-31,Denpasar,Pertanian,2.91,QRIS,Lunas
T-003286,2026-03-06,Makassar,Retail,1.29,QRIS,Lunas
T-003287,2025-10-08,Makassar,Retail,5.25,Transfer,Belum
T-003288,2026-04-09,Semarang,Pertanian,2.44,QRIS,Belum
T-003289,2025-06-15,Surabaya,Retail,2.81,Tunai,Lunas
T-003290,2026-07-13,Surabaya,Kuliner,3.84,QRIS,Lunas
T-003291,2025-06-21,Semarang,Jasa,4.6,Transfer,Tempo
T-003292,2026-02-11,Yogyakarta,Jasa,2.13,Tunai,Lunas
T-003293,2025-06-16,Palembang,Jasa,5.96,QRIS,Belum
T-003294,2026-09-01,Semarang,Kerajinan,7.42,Tunai,Lunas
T-003295,2025-11-04,Yogyakarta,Retail,2.65,QRIS,Tempo
T-003296,2026-04-20,Jakarta,Retail,6.33,Tunai,Lunas
T-003297,2026-05-02,Denpasar,Retail,1.68,QRIS,Tempo
T-003298,2025-09-26,Makassar,Pertanian,6.19,QRIS,Lunas
T-003299,2025-11-08,Yogyakarta,Pertanian,0.96,QRIS,Lunas
T-003300,2025-06-25,Yogyakarta,Pertanian,1.53,Tunai,Lunas
T-003301,2025-09-09,Bandung,Kuliner,3.3,Tunai,Tempo
T-003302,2026-06-04,Yogyakarta,Retail,4.29,QRIS,Lunas
T-003303,2025-06-08,Surabaya,Pertanian,2.58,QRIS,Lunas
T-003304,2026-05-21,Medan,Retail,1.53,Transfer,Lunas
T-003305,2026-08-09,Yogyakarta,Jasa,0.77,QRIS,Lunas
T-003306,2026-02-10,Semarang,Pertanian,2.75,Tunai,Belum
T-003307,2026-07-30,Surabaya,Kuliner,1.99,QRIS,Lunas
T-003308,2026-06-29,Denpasar,Jasa,1.44,Transfer,Tempo
T-003309,2025-09-30,Jakarta,Kuliner,2.71,QRIS,Lunas
T-003310,2026-01-05,Palembang,Jasa,2.89,Tunai,Belum
T-003311,2026-02-19,Semarang,Jasa,2.96,QRIS,Belum
T-003312,2025-09-15,Medan,Retail,11.4,QRIS,Lunas
T-003313,2025-09-16,Medan,Retail,1.31,QRIS,Lunas
T-003314,2026-02-14,Jakarta,Retail,4.8,QRIS,Lunas
T-003315,2026-02-09,Yogyakarta,Pertanian,3.55,QRIS,Lunas
T-003316,2025-10-10,Semarang,Kuliner,0.98,Tunai,Lunas
T-003317,2026-01-16,Yogyakarta,Kuliner,4.18,QRIS,Lunas
T-003318,2026-01-23,Yogyakarta,Pertanian,2.24,QRIS,Belum
T-003319,2026-01-12,Medan,Kuliner,1.1,Tunai,Lunas
T-003320,2025-07-01,Palembang,Kerajinan,1.44,QRIS,Lunas
T-003321,2026-07-20,Yogyakarta,Kuliner,5.65,QRIS,Lunas
T-003322,2025-06-24,Yogyakarta,Kerajinan,12.78,Transfer,Lunas
T-003323,2025-08-24,Yogyakarta,Kuliner,1.98,QRIS,Lunas
T-003324,2026-01-15,Denpasar,Pertanian,1.54,QRIS,Lunas
T-003325,2025-06-11,Medan,Kuliner,1.25,QRIS,Tempo
T-003326,2026-07-22,Denpasar,Retail,2.51,QRIS,Lunas
T-003327,2025-10-03,Palembang,Retail,5.04,QRIS,Lunas
T-003328,2025-07-04,Yogyakarta,Pertanian,2.64,Tunai,Lunas
T-003329,2026-08-02,Palembang,Kuliner,2.66,QRIS,Tempo
T-003330,2026-03-12,Palembang,Retail,1.58,QRIS,Lunas
T-003331,2025-09-05,Palembang,Pertanian,16.84,QRIS,Lunas
T-003332,2026-01-16,Jakarta,Kuliner,1.17,Tunai,Lunas
T-003333,2026-01-26,Denpasar,Pertanian,11.67,Tunai,Lunas
T-003334,2026-05-20,Medan,Retail,1.46,QRIS,Tempo
T-003335,2025-08-29,Denpasar,Pertanian,2.77,Transfer,Lunas
T-003336,2025-09-06,Jakarta,Jasa,4.64,QRIS,Lunas
T-003337,2025-08-03,Yogyakarta,Pertanian,2.04,QRIS,Lunas
T-003338,2026-03-18,Denpasar,Jasa,1.86,Transfer,Lunas
T-003339,2025-06-23,Denpasar,Kuliner,1.99,Transfer,Lunas
T-003340,2026-06-10,Bandung,Kerajinan,15.28,QRIS,Lunas
T-003341,2026-04-09,Jakarta,Kerajinan,0.55,Transfer,Tempo
T-003342,2025-11-23,Bandung,Kerajinan,7.82,Transfer,Lunas
T-003343,2025-09-25,Jakarta,Retail,3.54,QRIS,Lunas
T-003344,2025-08-03,Denpasar,Pertanian,5.87,Transfer,Lunas
T-003345,2025-09-10,Bandung,Kuliner,2.48,QRIS,Lunas
T-003346,2025-07-22,Palembang,Retail,12.61,QRIS,Lunas
T-003347,2025-12-24,Palembang,Retail,0.34,QRIS,Lunas
T-003348,2026-05-05,Makassar,Jasa,2.89,QRIS,Lunas
T-003349,2026-06-05,Makassar,Retail,2.95,QRIS,Lunas
T-003350,2025-08-23,Yogyakarta,Jasa,4.81,QRIS,Lunas
T-003351,2026-02-20,Medan,Kerajinan,1.56,QRIS,Lunas
T-003352,2026-08-02,Medan,Jasa,3.59,Tunai,Lunas
T-003353,2026-05-17,Makassar,Jasa,3.54,Transfer,Lunas
T-003354,2026-02-05,Makassar,Pertanian,2.08,Transfer,Lunas
T-003355,2026-02-05,Medan,Jasa,3.14,QRIS,Lunas
T-003356,2026-02-21,Denpasar,Kuliner,1.51,Tunai,Lunas
T-003357,2025-07-25,Jakarta,Pertanian,5.86,Tunai,Lunas
T-003358,2026-02-27,Surabaya,Kerajinan,1.44,QRIS,Lunas
T-003359,2025-11-28,Makassar,Pertanian,4.99,Tunai,Lunas
T-003360,2026-01-15,Bandung,Kuliner,1.81,Transfer,Lunas
T-003361,2026-01-07,Medan,Jasa,2.11,QRIS,Lunas
T-003362,2026-02-01,Makassar,Kerajinan,0.63,Transfer,Lunas
T-003363,2026-03-13,Surabaya,Pertanian,2.91,Tunai,Lunas
T-003364,2026-04-29,Jakarta,Retail,1.8,Transfer,Lunas
T-003365,2025-11-20,Surabaya,Kuliner,5.98,Transfer,Tempo
T-003366,2026-07-23,Denpasar,Jasa,4.98,Tunai,Tempo
T-003367,2025-09-06,Surabaya,Kuliner,2.26,Tunai,Lunas
T-003368,2026-04-20,Bandung,Kuliner,2.3,Transfer,Lunas
T-003369,2025-12-21,Bandung,Kerajinan,1.45,Tunai,Lunas
T-003370,2026-08-13,Yogyakarta,Jasa,2.65,QRIS,Lunas
T-003371,2025-10-29,Makassar,Pertanian,1.06,Transfer,Lunas
T-003372,2026-08-13,Bandung,Kerajinan,1.11,QRIS,Lunas
T-003373,2025-07-24,Yogyakarta,Kuliner,23.42,Transfer,Lunas
T-003374,2025-11-11,Semarang,Kerajinan,6.15,Tunai,Lunas
T-003375,2026-03-19,Palembang,Pertanian,1.28,Tunai,Lunas
T-003376,2026-02-23,Makassar,Pertanian,5.59,Tunai,Lunas
T-003377,2025-09-03,Medan,Retail,2.93,Tunai,Lunas
T-003378,2026-01-11,Denpasar,Retail,1.53,Tunai,Lunas
T-003379,2026-01-15,Yogyakarta,Pertanian,1.33,QRIS,Lunas
T-003380,2026-05-27,Makassar,Pertanian,0.37,Transfer,Lunas
T-003381,2026-06-14,Yogyakarta,Jasa,1.14,QRIS,Lunas
T-003382,2026-04-18,Yogyakarta,Pertanian,4.34,Transfer,Lunas
T-003383,2026-06-13,Palembang,Pertanian,1.42,QRIS,Tempo
T-003384,2025-06-13,Palembang,Kuliner,2.22,Transfer,Belum
T-003385,2026-05-15,Yogyakarta,Kerajinan,9.18,Transfer,Lunas
T-003386,2026-08-19,Denpasar,Kerajinan,1.76,Transfer,Lunas
T-003387,2025-06-16,Semarang,Pertanian,3.81,Transfer,Lunas
T-003388,2026-01-22,Surabaya,Kerajinan,2.56,Transfer,Belum
T-003389,2026-02-28,Yogyakarta,Retail,7.14,Transfer,Lunas
T-003390,2026-07-29,Semarang,Kerajinan,1.59,Tunai,Lunas
T-003391,2025-10-16,Palembang,Retail,11.91,Transfer,Lunas
T-003392,2026-03-21,Jakarta,Kerajinan,1.48,QRIS,Lunas
T-003393,2025-08-12,Palembang,Kerajinan,2.14,QRIS,Lunas
T-003394,2025-12-07,Balikpapan,Kuliner,1.47,QRIS,Belum
T-003395,2025-07-12,Yogyakarta,Jasa,0.77,QRIS,Lunas
T-003396,2026-07-31,Denpasar,Retail,0.68,Transfer,Lunas
T-003397,2025-07-03,Makassar,Jasa,0.66,QRIS,Belum
T-003398,2025-12-09,Semarang,Retail,0.77,Transfer,Belum
T-003399,2025-09-21,Jakarta,Pertanian,4.28,QRIS,Lunas
T-003400,2026-06-08,Medan,Jasa,1.97,QRIS,Tempo
T-003401,2025-11-08,Semarang,Kerajinan,1.28,Transfer,Lunas
T-003402,2026-08-12,Makassar,Retail,11.38,Tunai,Lunas
T-003403,2026-07-15,Semarang,Pertanian,11.54,Transfer,Lunas
T-003404,2026-05-09,Surabaya,Kerajinan,6.62,QRIS,Lunas
T-003405,2026-04-10,Denpasar,Kerajinan,21.28,QRIS,Lunas
T-003406,2025-07-06,Yogyakarta,Kerajinan,4.1,Tunai,Lunas
T-003407,2025-09-10,Bandung,Jasa,0.17,Transfer,Lunas
T-003408,2026-08-27,Surabaya,Jasa,1.71,Transfer,Tempo
T-003409,2026-04-26,Balikpapan,Pertanian,1.86,QRIS,Lunas
T-003410,2025-06-11,Surabaya,Jasa,4.76,QRIS,Belum
T-003411,2026-01-20,Balikpapan,Jasa,2.38,Transfer,Lunas
T-003412,2025-11-15,Makassar,Retail,1.62,QRIS,Lunas
T-003413,2025-12-25,Jakarta,Jasa,1.77,QRIS,Lunas
T-003414,2026-07-08,Bandung,Kerajinan,17.74,QRIS,Lunas
T-003415,2025-10-18,Bandung,Pertanian,16.83,Tunai,Lunas
T-003416,2026-02-13,Yogyakarta,Kuliner,22.58,Transfer,Tempo
T-003417,2026-05-09,Balikpapan,Kuliner,1.62,Transfer,Lunas
T-003418,2025-06-23,Palembang,Kuliner,3.03,QRIS,Tempo
T-003419,2025-10-02,Denpasar,Retail,4.93,Tunai,Tempo
T-003420,2025-07-01,Makassar,Jasa,0.77,Tunai,Lunas
T-003421,2025-06-29,Medan,Kuliner,2.63,Tunai,Belum
T-003422,2025-10-09,Surabaya,Kuliner,1.47,Transfer,Lunas
T-003423,2025-10-14,Palembang,Kuliner,3.66,Tunai,Lunas
T-003424,2026-05-10,Balikpapan,Retail,5.31,QRIS,Lunas
T-003425,2025-06-08,Jakarta,Kerajinan,0.87,Transfer,Lunas
T-003426,2025-12-20,Balikpapan,Retail,7.61,Transfer,Lunas
T-003427,2026-04-27,Balikpapan,Retail,1.2,Tunai,Tempo
T-003428,2025-10-22,Palembang,Jasa,3.31,Transfer,Lunas
T-003429,2025-08-12,Balikpapan,Jasa,2.13,QRIS,Belum
T-003430,2026-03-11,Denpasar,Kerajinan,7.67,Tunai,Tempo
T-003431,2026-03-15,Balikpapan,Retail,1.73,Transfer,Lunas
T-003432,2026-04-16,Makassar,Kuliner,0.59,QRIS,Lunas
T-003433,2026-04-15,Makassar,Retail,6.65,Tunai,Tempo
T-003434,2026-05-22,Denpasar,Jasa,0.45,QRIS,Lunas
T-003435,2025-09-19,Makassar,Kuliner,1.37,QRIS,Lunas
T-003436,2025-07-20,Yogyakarta,Kerajinan,4.04,QRIS,Lunas
T-003437,2025-10-15,Bandung,Retail,3.15,Tunai,Lunas
T-003438,2025-08-24,Denpasar,Retail,5.42,QRIS,Lunas
T-003439,2025-11-25,Semarang,Kerajinan,0.34,QRIS,Lunas
T-003440,2026-03-17,Makassar,Pertanian,1.41,Transfer,Lunas
T-003441,2025-10-27,Bandung,Retail,0.59,QRIS,Lunas
T-003442,2026-03-23,Yogyakarta,Retail,2.91,QRIS,Lunas
T-003443,2025-07-25,Jakarta,Kerajinan,4.89,QRIS,Lunas
T-003444,2026-05-23,Yogyakarta,Kerajinan,0.95,QRIS,Belum
T-003445,2025-11-18,Palembang,Retail,1.65,Tunai,Lunas
T-003446,2026-07-12,Semarang,Kerajinan,2.65,Tunai,Lunas
T-003447,2026-06-01,Makassar,Retail,7.6,QRIS,Lunas
T-003448,2025-11-15,Makassar,Jasa,2.47,QRIS,Lunas
T-003449,2026-08-28,Makassar,Jasa,6.02,Transfer,Belum
T-003450,2026-06-09,Semarang,Kerajinan,14.86,Transfer,Lunas
T-003451,2026-06-26,Makassar,Jasa,7.61,QRIS,Tempo
T-003452,2026-02-19,Surabaya,Kuliner,1.58,QRIS,Lunas
T-003453,2026-01-14,Makassar,Kuliner,1.68,Transfer,Lunas
T-003454,2025-06-07,Makassar,Jasa,1.01,Transfer,Tempo
T-003455,2025-12-11,Semarang,Pertanian,1.21,Transfer,Lunas
T-003456,2025-12-07,Makassar,Kuliner,8.62,Tunai,Lunas
T-003457,2026-03-23,Palembang,Kerajinan,1.05,QRIS,Lunas
T-003458,2025-11-26,Balikpapan,Retail,1.24,QRIS,Lunas
T-003459,2026-03-12,Semarang,Jasa,4.37,QRIS,Lunas
T-003460,2026-08-14,Surabaya,Retail,0.85,QRIS,Tempo
T-003461,2026-06-19,Denpasar,Kerajinan,2.48,QRIS,Lunas
T-003462,2026-07-13,Yogyakarta,Kerajinan,7.15,QRIS,Tempo
T-003463,2026-07-08,Surabaya,Pertanian,2.85,QRIS,Lunas
T-003464,2025-12-01,Jakarta,Retail,23.19,QRIS,Lunas
T-003465,2026-02-25,Palembang,Retail,4.03,QRIS,Lunas
T-003466,2026-07-10,Bandung,Retail,3.38,QRIS,Lunas
T-003467,2025-11-26,Surabaya,Jasa,1.61,Transfer,Lunas
T-003468,2026-07-23,Bandung,Retail,2.1,QRIS,Lunas
T-003469,2025-08-07,Medan,Jasa,1.23,Transfer,Lunas
T-003470,2025-06-13,Makassar,Retail,8.82,Transfer,Belum
T-003471,2026-07-03,Bandung,Kuliner,8.5,Transfer,Lunas
T-003472,2026-03-05,Bandung,Retail,8.25,QRIS,Lunas
T-003473,2026-02-12,Bandung,Kerajinan,1.34,QRIS,Lunas
T-003474,2026-04-30,Balikpapan,Jasa,2.27,QRIS,Lunas
T-003475,2026-04-06,Denpasar,Kuliner,2.61,QRIS,Lunas
T-003476,2025-07-24,Surabaya,Pertanian,0.75,QRIS,Lunas
T-003477,2026-04-09,Medan,Pertanian,7.28,Transfer,Lunas
T-003478,2026-01-09,Bandung,Kuliner,0.97,Tunai,Lunas
T-003479,2025-09-06,Yogyakarta,Retail,4.25,Tunai,Lunas
T-003480,2025-11-12,Semarang,Retail,2.68,Tunai,Lunas
T-003481,2025-09-02,Surabaya,Retail,3.22,QRIS,Lunas
T-003482,2025-07-05,Medan,Jasa,4.29,QRIS,Tempo
T-003483,2026-06-29,Yogyakarta,Jasa,0.75,QRIS,Tempo
T-003484,2025-07-06,Jakarta,Jasa,0.5,QRIS,Belum
T-003485,2026-05-04,Jakarta,Kerajinan,2.12,QRIS,Tempo
T-003486,2026-03-28,Jakarta,Kerajinan,24.96,QRIS,Lunas
T-003487,2025-08-30,Bandung,Retail,3.45,QRIS,Lunas
T-003488,2025-12-19,Medan,Kerajinan,1.03,Transfer,Tempo
T-003489,2025-12-08,Balikpapan,Jasa,1.79,QRIS,Lunas
T-003490,2025-12-14,Semarang,Kuliner,4.86,QRIS,Lunas
T-003491,2026-05-25,Makassar,Jasa,2.73,QRIS,Tempo
T-003492,2025-08-15,Denpasar,Jasa,0.56,Transfer,Tempo
T-003493,2025-12-03,Semarang,Kuliner,4.63,Tunai,Lunas
T-003494,2026-04-19,Denpasar,Retail,1.75,Transfer,Belum
T-003495,2026-01-05,Semarang,Pertanian,9.97,Tunai,Lunas
T-003496,2025-08-28,Palembang,Retail,1.51,QRIS,Lunas
T-003497,2025-09-05,Jakarta,Jasa,7.78,Transfer,Lunas
T-003498,2025-08-18,Balikpapan,Jasa,1.49,QRIS,Lunas
T-003499,2026-07-18,Balikpapan,Pertanian,1.62,Tunai,Lunas
T-003500,2025-06-12,Surabaya,Jasa,5.26,QRIS,Lunas
T-003501,2026-04-17,Makassar,Jasa,0.92,Tunai,Lunas
T-003502,2026-06-04,Denpasar,Retail,3.31,Transfer,Lunas
T-003503,2025-12-11,Yogyakarta,Kerajinan,3.2,QRIS,Lunas
T-003504,2026-06-04,Surabaya,Kerajinan,3.89,Transfer,Lunas
T-003505,2026-01-09,Bandung,Jasa,2.69,QRIS,Lunas
T-003506,2026-07-29,Makassar,Pertanian,1.37,Transfer,Belum
T-003507,2025-12-11,Yogyakarta,Retail,1.46,Tunai,Tempo
T-003508,2025-12-28,Denpasar,Retail,2.44,QRIS,Lunas
T-003509,2026-03-12,Semarang,Kuliner,1.2,QRIS,Lunas
T-003510,2025-06-28,Semarang,Kuliner,1.05,Transfer,Lunas
T-003511,2025-07-28,Yogyakarta,Jasa,4.53,Tunai,Lunas
T-003512,2025-06-05,Surabaya,Kerajinan,0.83,Tunai,Lunas
T-003513,2025-10-10,Makassar,Retail,1.61,QRIS,Lunas
T-003514,2025-06-17,Balikpapan,Kuliner,1.12,QRIS,Tempo
T-003515,2025-10-07,Makassar,Kuliner,2.1,Tunai,Tempo
T-003516,2025-11-01,Bandung,Kuliner,2.02,QRIS,Lunas
T-003517,2025-12-23,Bandung,Kerajinan,15.06,Tunai,Lunas
T-003518,2025-06-23,Yogyakarta,Jasa,7.87,Tunai,Lunas
T-003519,2026-03-13,Jakarta,Retail,2.87,QRIS,Lunas
T-003520,2026-07-11,Surabaya,Jasa,1.86,Tunai,Lunas
T-003521,2026-03-29,Surabaya,Retail,1.62,Tunai,Lunas
T-003522,2026-08-18,Balikpapan,Kuliner,4.69,Tunai,Lunas
T-003523,2026-07-08,Medan,Jasa,9.04,Tunai,Lunas
T-003524,2026-03-16,Denpasar,Retail,2.81,Transfer,Lunas
T-003525,2025-11-24,Denpasar,Retail,3.55,QRIS,Lunas
T-003526,2025-06-21,Semarang,Kuliner,0.58,Tunai,Lunas
T-003527,2026-07-07,Makassar,Retail,1.53,QRIS,Tempo
T-003528,2026-03-19,Makassar,Pertanian,2.32,Transfer,Lunas
T-003529,2025-10-21,Yogyakarta,Pertanian,0.97,Tunai,Lunas
T-003530,2025-06-19,Balikpapan,Kuliner,5.1,Transfer,Lunas
T-003531,2026-04-23,Bandung,Kerajinan,2.54,Transfer,Tempo
T-003532,2025-08-03,Makassar,Jasa,3.71,Tunai,Lunas
T-003533,2026-03-22,Makassar,Pertanian,2.24,QRIS,Lunas
T-003534,2026-05-10,Jakarta,Pertanian,4.76,Tunai,Tempo
T-003535,2026-07-04,Medan,Kuliner,3.09,QRIS,Lunas
T-003536,2025-11-02,Semarang,Retail,20.93,Tunai,Lunas
T-003537,2026-04-03,Denpasar,Pertanian,2.25,Transfer,Lunas
T-003538,2026-06-09,Makassar,Jasa,1.57,QRIS,Lunas
T-003539,2026-08-19,Palembang,Jasa,1.82,Transfer,Lunas
T-003540,2026-03-17,Makassar,Pertanian,5.13,QRIS,Lunas
T-003541,2025-12-22,Yogyakarta,Kuliner,2.68,Transfer,Lunas
T-003542,2025-07-27,Medan,Pertanian,0.24,Transfer,Lunas
T-003543,2025-10-12,Surabaya,Kuliner,0.65,QRIS,Lunas
T-003544,2025-10-01,Bandung,Retail,4.09,QRIS,Lunas
T-003545,2026-08-15,Denpasar,Kerajinan,1.64,Transfer,Lunas
T-003546,2026-04-13,Denpasar,Pertanian,0.91,Tunai,Lunas
T-003547,2026-02-15,Medan,Kerajinan,5.48,QRIS,Lunas
T-003548,2026-01-29,Makassar,Pertanian,1.47,Tunai,Lunas
T-003549,2025-12-16,Jakarta,Kerajinan,2.91,QRIS,Lunas
T-003550,2026-01-25,Yogyakarta,Kuliner,2.94,Transfer,Lunas
T-003551,2026-07-10,Balikpapan,Jasa,0.31,Transfer,Lunas
T-003552,2026-04-15,Semarang,Kuliner,0.27,QRIS,Lunas
T-003553,2025-07-25,Medan,Retail,8.36,Transfer,Lunas
T-003554,2025-06-16,Medan,Jasa,4.09,QRIS,Tempo
T-003555,2025-10-07,Makassar,Jasa,1.25,QRIS,Tempo
T-003556,2025-07-18,Yogyakarta,Kuliner,1.39,Transfer,Lunas
T-003557,2026-01-14,Medan,Pertanian,2.41,Transfer,Lunas
T-003558,2025-10-29,Balikpapan,Kuliner,0.9,Tunai,Lunas
T-003559,2026-04-07,Balikpapan,Kerajinan,2.16,QRIS,Lunas
T-003560,2026-06-27,Surabaya,Jasa,12.33,QRIS,Tempo
T-003561,2026-05-01,Bandung,Kuliner,2.19,Transfer,Lunas
T-003562,2026-07-19,Semarang,Kerajinan,23.15,QRIS,Lunas
T-003563,2026-07-14,Bandung,Pertanian,2.21,Tunai,Lunas
T-003564,2026-06-24,Jakarta,Kerajinan,5.07,QRIS,Lunas
T-003565,2026-06-22,Medan,Kerajinan,2.56,QRIS,Tempo
T-003566,2025-12-16,Semarang,Kuliner,4.09,Transfer,Belum
T-003567,2025-06-01,Palembang,Kuliner,1.85,QRIS,Tempo
T-003568,2025-06-14,Bandung,Kuliner,0.3,Tunai,Lunas
T-003569,2025-12-08,Makassar,Jasa,0.89,Transfer,Lunas
T-003570,2025-10-17,Semarang,Pertanian,8.41,Tunai,Lunas
